"game_id","names","min_players","max_players","avg_time","min_time","max_time","year","geek_rating","num_votes","age","mechanic","owned","category1","category2","category3","category4","category5","category6","category7","category8","category9","category10","category11","category12","designer"
3548,"Assault on Hoth: The Empire Strikes Back",2,2,90,90,90,1988,5.91085,450,12,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter",853,"Movies / TV / Radio theme"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul Murphy"
204516,"878: Vikings – Invasions of England",2,4,120,60,120,2017,6.45331,906,12,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Partnerships, Variable Phase Order, Variable Player Powers",2576,"Educational"," Medieval"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beau Beckett, Dave Kimmel, Jeph Stahl"
10623,"Gringo!",1,6,180,180,180,2004,5.69885,156,12,"Chit-Pull System, Hex-and-Counter",670,"American West"," Post-Napoleonic"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard H. Berg"
2375,"Sequence",2,12,30,0,30,1982,5.81001,5263,7,"Hand Management, Partnerships, Pattern Building",9787,"Abstract Strategy"," Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doug Reuter"
172994,"Catan: Traveler – Compact Edition",2,4,75,75,75,2015,5.67981,169,10,"Dice Rolling, Hand Management, Modular Board",582,"Civilization"," Negotiation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus Teuber"
8630,"Advanced Space Crusade",2,2,45,45,45,1990,5.64961,267,12,"Dice Rolling, Modular Board, Tile Placement",490,"Adventure"," Fighting"," Miniatures"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Simon Forrest, Jervis Johnson"
127188,"Tweeeet",2,6,30,30,30,2012,5.65961,308,7,"Modular Board, Partnerships",356,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corné van Moorsel"
191004,"My First Stone Age",2,4,15,15,15,2016,6.09203,998,5,"Memory, Set Collection",2191,"Children's Game"," Memory"," Prehistoric",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marco Teubner"
175961,"Three Cheers for Master",2,6,40,20,40,2015,5.73085,427,13,"Hand Management, Take That",1196,"Card Game"," Humor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Windfeld Schmidt"
2665,"Russian Civil War 1918-1922 (first edition)",1,6,120,120,120,1976,5.66715,159,12,"Area Movement, Variable Player Powers",374,"Civil War"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jim Dunnigan"
8490,"Age of Napoleon",2,2,360,60,360,2003,6.12139,1060,12,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation",2125,"Napoleonic"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Renaud Verlaque"
20228,"Big Kini",2,4,60,60,60,2005,5.6751,288,10,"Modular Board",368,"Civilization"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guido Eckhof"
23348,"Easter Island",2,2,20,20,20,2006,5.71129,363,8,"Action Point Allowance System, Point to Point Movement",621,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roberto Fraga, Odet L'Homer"
3413,"Saratoga",2,2,180,180,180,1998,5.87882,346,12,"Hex-and-Counter",1035,"Age of Reason"," American Revolutionary War"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark Miklos"
200454,"Planetarium",1,4,45,45,45,2017,6.07738,660,10,"Grid Movement, Hand Management, Set Collection",1453,"Educational"," Science Fiction"," Space Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stéphane Vachon"
25775,"Elusive Victory: The Air War over the Suez Canal, 1967-1973",2,2,240,240,240,2009,5.75659,142,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",783,"Aviation / Flight"," Modern Warfare"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terry Simo"
160784,"Fidelitas",1,4,30,30,30,2015,5.76419,538,10,"Hand Management",1359,"Card Game"," Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philip duBarry, Jason Kotarski"
8273,"Alexandros",2,4,45,45,45,2003,5.78924,869,12,"Area Enclosure, Hand Management, Point to Point Movement",1309,"Abstract Strategy"," Ancient"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leo Colovini"
43868,"The Adventurers: The Temple of Chac",2,6,45,45,45,2009,6.36844,4302,10,"Action Point Allowance System, Dice Rolling, Grid Movement, Memory, Press Your Luck, Variable Player Powers",5137,"Adventure"," Ancient"," Exploration"," Miniatures",NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Blossier, Frédéric Henry"
4928,"Clue: 50th Anniversary Edition",3,6,60,60,60,1999,5.66978,402,8,"Roll / Spin and Move",899,"Deduction"," Murder/Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony E. Pratt"
39217,"Fighting Formations: Grossdeutschland Motorized Infantry Division",2,2,180,180,180,2011,6.32143,783,0,"Dice Rolling, Hex-and-Counter, Simulation, Variable Phase Order",1944,"Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chad Jensen"
4206,"Roads to Gettysburg",2,2,180,180,180,1993,5.93215,275,12,"Hex-and-Counter",830,"American Civil War"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joseph M. Balkoski"
197572,"Warhammer Quest: Silver Tower",2,4,120,60,120,2016,6.24134,831,14,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Storytelling, Variable Player Powers",1998,"Adventure"," Exploration"," Fantasy"," Fighting"," Miniatures",NA,NA,NA,NA,NA,NA,NA,"James M. Hewitt"
42487,"Lost Cities: The Board Game",2,4,60,30,60,2008,6.45581,3103,8,"Hand Management, Set Collection",4316,"Adventure"," Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
32412,"Palastgeflüster",3,5,45,45,45,2007,6.30879,1883,10,"Hand Management, Set Collection",2555,"Bluffing"," Card Game"," Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Rieneck"
13855,"Carthage: The First Punic War",2,2,1800,1800,1800,2005,5.8445,279,12,"Chit-Pull System, Hex-and-Counter, Simulation",1088,"Ancient"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard H. Berg"
3416,"Fallschirmjaeger",2,2,360,360,360,2001,5.77592,162,12,"Dice Rolling, Hex-and-Counter",461,"Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Essig, Alan Wambold"
191982,"Knit Wit",2,8,15,15,0,2016,5.78042,713,8,"Area Enclosure, Paper-and-Pencil",1343,"Word Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Leacock"
1002,"Cosmic Eidex",3,3,60,60,60,1998,5.89312,436,10,"Trick-taking, Variable Player Powers",850,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urs Hostettler"
126000,"Letnisko",2,5,45,45,45,2013,5.71774,261,8,"Worker Placement",352,"Card Game"," Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karol Madaj"
202288,"Medici: The Card Game",2,6,30,30,30,2016,6.0091,634,10,"Press Your Luck, Set Collection",1332,"Card Game"," Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
156091,"Sons of Anarchy: Men of Mayhem",3,4,90,90,90,2014,6.62897,1847,13,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Dice Rolling, Modular Board, Player Elimination, Trading, Variable Player Powers, Worker Placement",4469,"Mafia"," Movies / TV / Radio theme"," Negotiation"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Dill, John Kovaleski, Sean Sweigart"
27490,"Bloom",2,5,60,60,60,2008,5.65995,223,8,"Set Collection, Tile Placement",276,"Abstract Strategy"," Farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurent Escoffier, David Franck"
43570,"Friday",1,1,25,25,25,2011,7.04114,11435,13,"Deck / Pool Building, Hand Management",20387,"Adventure"," Card Game"," Fighting"," Novel-based"," Pirates",NA,NA,NA,NA,NA,NA,NA,"Friedemann Friese"
187289,"Here, Kitty, Kitty!",3,6,30,30,30,2016,5.66237,376,10,"Area Movement, Hand Management, Set Collection",906,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kris McCardel Ware"
202755,"Guildhall Fantasy: Fellowship",2,4,45,30,45,2016,5.96108,387,10,"Hand Management, Set Collection, Take That",873,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hope S. Hwang"
122842,"Exodus: Proxima Centauri",2,6,180,180,180,2012,6.42923,1361,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling, Hex-and-Counter, Modular Board, Simultaneous Action Selection, Take That, Trading, Voting",2912,"Civilization"," Fighting"," Science Fiction"," Space Exploration"," Wargame",NA,NA,NA,NA,NA,NA,NA,"Agnieszka Kopera, Andrei Novac"
200,"Entdecker",2,4,60,60,60,1996,6.01954,1284,10,"Area Control / Area Influence, Modular Board, Tile Placement",2036,"Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus Teuber"
17226,"Descent: Journeys in the Dark",2,5,240,240,240,2005,7.09179,10674,12,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",12855,"Adventure"," Exploration"," Fantasy"," Fighting"," Miniatures",NA,NA,NA,NA,NA,NA,NA,"Kevin Wilson"
131183,"Wings of Glory: WW2 Rules and Accessories Pack",2,99,45,45,45,2013,5.65408,102,8,"Simulation, Simultaneous Action Selection",278,"Aviation / Flight"," Card Game"," Expansion for Base-game"," Miniatures"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,"Andrea Angiolino, Pier Giorgio Paglia"
122159,"Cthulhu Fluxx",2,6,30,5,30,2012,5.86318,2273,8,"Hand Management, Set Collection",5479,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keith Baker"
124052,"Cinque Terre",2,5,60,60,60,2013,6.27458,1101,13,"Action Point Allowance System, Pick-up and Deliver, Set Collection",1305,"Farming"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Handy"
12692,"Gloom",2,5,60,60,60,2005,6.21087,10955,13,"Hand Management, Storytelling, Take That",20723,"Card Game"," Horror"," Humor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keith Baker"
308,"Santa Fe",2,5,70,70,70,1992,5.73178,219,10,"Card Drafting, Route/Network Building",278,"Trains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
191071,"Skull King: Das Würfelspiel",3,6,30,30,30,2016,5.64636,198,8,"Dice Rolling, Trick-taking",312,"Dice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manfred Reindl"
166372,"Artificium",2,6,50,20,50,2014,5.71813,666,8,"Card Drafting, Simultaneous Action Selection, Trading",1158,"Card Game"," Industry / Manufacturing"," Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timofey Shargorodskiy"
17162,"The Little Orchard",1,4,15,15,15,2004,5.70925,285,3,"Co-operative Play, Memory",481,"Children's Game"," Deduction"," Dice"," Memory",NA,NA,NA,NA,NA,NA,NA,NA,"Vera Baumeister"
1345,"Genoa",2,5,120,60,120,2001,6.82231,5603,12,"Auction/Bidding, Dice Rolling, Grid Movement, Pick-up and Deliver, Set Collection, Trading",6739,"Negotiation"," Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rüdiger Dorn"
76203,"RRR",2,2,15,15,15,2010,5.64427,150,10,"Area Control / Area Influence, Tile Placement",250,"Abstract Strategy"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seiji Kanai, Hayato Kisaragi"
145493,"The King's Armory",1,7,240,30,240,2015,5.73218,233,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Route/Network Building, Variable Player Powers",610,"Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Wrot!"
173649,"King Chocolate",2,5,60,30,60,2015,5.74273,275,10,"Action Point Allowance System, Modular Board, Tile Placement",360,"Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stefan Alexander"
124668,"The Dwarves",2,5,90,60,90,2012,5.9875,621,10,"Co-operative Play, Dice Rolling",1298,"Fantasy"," Novel-based"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Palm, Lukas Zach"
137408,"Amerigo",2,4,90,90,90,2013,7.09589,4513,10,"Action Point Allowance System, Grid Movement, Modular Board, Tile Placement",6096,"Nautical"," Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stefan Feld"
177857,"Achaia",2,5,90,60,90,2015,5.64439,187,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Worker Placement",329,"Ancient"," Dice"," Fantasy"," Negotiation"," Novel-based"," Political",NA,NA,NA,NA,NA,NA,"Krzysztof Wolicki"
215308,"Indulgence",3,4,60,40,60,2017,5.86376,331,14,"Trick-taking",889,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. W. ""Jerry"" D'Arcey, Rob Daviau, Justin D. Jacobson"
129293,"Gauntlet of Fools",2,6,30,30,30,2012,5.73026,1058,13,"Auction/Bidding, Dice Rolling, Player Elimination, Press Your Luck, Variable Player Powers",1347,"Adventure"," Card Game"," Dice"," Fantasy"," Fighting",NA,NA,NA,NA,NA,NA,NA,"Donald X. Vaccarino"
10,"Elfenland",2,6,60,60,60,1998,6.55378,7114,10,"Card Drafting, Hand Management, Point to Point Movement, Route/Network Building",8437,"Fantasy"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
203993,"Lorenzo il Magnifico",2,4,120,60,120,2016,7.29823,3795,12,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",5057,"Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flaminia Brasini, Virginio Gigli, Simone Luciani"
224031,"Cartagena",2,5,45,30,45,2017,5.66363,191,8,"Hand Management, Modular Board",400,"Pirates"," Racing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leo Colovini"
94396,"It Never Snows",2,2,1500,0,1500,2012,5.78923,199,14,"Dice Rolling, Hex-and-Counter, Simulation",799,"Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Essig"
35935,"Day & Night",2,2,45,45,45,2008,5.89744,673,10,"Area Control / Area Influence, Hand Management, Pattern Building, Tile Placement, Variable Player Powers",780,"Abstract Strategy"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valentijn Eekels, Sebastiaan van den Roovaart"
136594,"Dragon's Hoard",2,4,45,25,45,2014,5.91382,893,8,"Card Drafting, Hand Management, Set Collection",1851,"Adventure"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathanael Mortensen"
118293,"Mondo Sapiens",1,4,30,20,30,2012,5.69428,225,8,"Pattern Building, Tile Placement",450,"Real-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Schacht"
12995,"Dungeon Twister",2,2,60,60,60,2004,6.57842,5404,11,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",7177,"Adventure"," Exploration"," Fantasy"," Fighting"," Maze",NA,NA,NA,NA,NA,NA,NA,"Christophe Boelinger"
172386,"Mombasa",2,4,150,75,150,2015,7.59817,7117,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,"Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexander Pfister"
187273,"The Dresden Files Cooperative Card Game",1,5,30,30,30,2017,6.19854,943,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Variable Player Powers",2245,"Card Game"," Dice"," Fantasy"," Horror"," Novel-based",NA,NA,NA,NA,NA,NA,NA,"Eric B. Vogel"
147716,"Mars Attacks: The Miniatures Game",2,2,120,120,120,2014,5.75685,221,12,"Dice Rolling, Grid Movement, Hand Management",943,"Humor"," Miniatures"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Jake Thornton"
9203,"Wings of War: Famous Aces",2,4,30,30,30,2004,6.55458,4470,10,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",5435,"Aviation / Flight"," Card Game"," Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,"Andrea Angiolino, Pier Giorgio Paglia"
4769,"Great War at Sea: The Mediterranean",2,2,120,120,120,1996,5.70786,241,12,"Hex-and-Counter, Simultaneous Action Selection",825,"Nautical"," Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Bennighof, Brian L. Knipple"
227888,"Warhammer 40,000: Dark Imperium",2,2,180,60,180,2017,5.64809,63,14,"Action Point Allowance System, Dice Rolling, Variable Player Powers",266,"Miniatures"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"none"
7118,"Ace of Aces: Handy Rotary Deluxe Edition",2,2,20,20,20,1986,5.81025,283,12,"Simulation, Simultaneous Action Selection",547,"Aviation / Flight"," Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alfred Leonardi"
27165,"Age of Discovery",2,4,45,45,45,2007,5.87375,848,10,"Card Drafting, Hand Management",1301,"Card Game"," Economic"," Exploration"," Nautical"," Renaissance",NA,NA,NA,NA,NA,NA,NA,"Alfred Viktor Schulz"
6627,"Scream Machine",3,6,45,45,45,2003,5.66525,520,7,"Action Point Allowance System, Card Drafting, Set Collection",562,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Huber (I)"
831,"Schrille Stille",3,6,60,60,60,1999,5.87276,660,10,"Commodity Speculation, Secret Unit Deployment, Voting",678,"Economic"," Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peter Wichmann"
55833,"Tarantel Tango",2,5,20,20,20,2009,5.64539,414,7,"Acting",876,"Action / Dexterity"," Animals"," Card Game"," Children's Game"," Real-time",NA,NA,NA,NA,NA,NA,NA,"Jacques Zeimet"
172207,"Unspeakable Words (Deluxe Edition)",2,8,30,30,0,2015,5.65299,207,10,"none",804,"Card Game"," Horror"," Word Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,"James Ernest, Mike Selinker"
195560,"Wasteland Express Delivery Service",2,5,120,90,120,2017,6.55674,1167,13,"Action Point Allowance System, Dice Rolling, Modular Board, Pick-up and Deliver, Variable Player Powers",2846,"Miniatures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jonathan Gilmour, Ben Pinchback, Matt Riddle"
12891,"Friedrich",3,4,210,210,210,2004,6.85668,2281,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",2960,"Age of Reason"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Sivél"
190082,"Whitehall Mystery",2,4,60,45,60,2017,6.30396,588,13,"Partnerships, Point to Point Movement, Secret Unit Deployment",1427,"Bluffing"," Deduction"," Memory"," Murder/Mystery",NA,NA,NA,NA,NA,NA,NA,NA,"Gabriele Mari, Gianluca Santopietro"
54507,"Savannah Tails",2,5,30,30,30,2009,5.73927,487,8,"Hand Management, Modular Board",669,"Animals"," Racing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gordon Lamont, Fraser Lamont"
175695,"Minerva",1,4,90,60,90,2015,5.76573,235,10,"Tile Placement",428,"City Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hisashi Hayashi"
156180,"Eggs and Empires",2,6,25,25,25,2014,6.01848,746,8,"Auction/Bidding, Hand Management, Simultaneous Action Selection",1329,"Bluffing"," Card Game"," Deduction"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Ben Pinchback, Matt Riddle"
987,"Kingmaker",2,7,240,240,240,1974,6.11399,2634,12,"Area Movement, Voting",4884,"Medieval"," Political"," Renaissance"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Andrew McNeil"
169649,"Sapiens",2,4,45,45,45,2015,5.84799,498,10,"Take That, Tile Placement",958,"Prehistoric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyrille Leroy"
8989,"Hansa",2,4,60,60,60,2004,6.63077,4705,10,"Action Point Allowance System, Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Set Collection",5483,"Economic"," Medieval"," Nautical"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Schacht"
215312,"Stop Thief!",2,4,60,30,60,2017,6.06621,653,10,"Co-operative Play, Hand Management, Memory, Point to Point Movement, Take That, Variable Player Powers",1620,"Deduction"," Electronic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rob Daviau, Robert Doyle, Justin D. Jacobson"
188390,"Enemy Coast Ahead: The Doolittle Raid",1,2,360,20,360,2017,5.69088,102,13,"Area Movement, Chit-Pull System, Dice Rolling, Simulation",564,"Aviation / Flight"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy White"
176963,"Dadaocheng",1,4,45,45,45,2015,5.65992,151,10,"Dice Rolling, Pattern Building, Pattern Recognition",226,"Dice"," Economic"," Puzzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eason Kao, Tsai Huei-Chiang"
39463,"Cosmic Encounter",3,5,120,60,120,2008,7.42682,22001,12,"Hand Management, Partnerships, Take That, Variable Player Powers",26591,"Bluffing"," Negotiation"," Science Fiction"," Space Exploration",NA,NA,NA,NA,NA,NA,NA,NA,"Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson"
42105,"Mixmo",2,6,15,15,15,2009,5.6498,262,8,"Tile Placement",445,"Party Game"," Word Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Julien Faubet, Sylvain Hatesse"
4532,"Thud",2,2,60,60,60,2002,5.65456,395,8,"Variable Player Powers",861,"Abstract Strategy"," Fantasy"," Novel-based",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trevor Truran"
1519,"Kult",2,99,45,45,45,1995,5.66231,194,14,"Variable Player Powers",317,"Card Game"," Collectible Components"," Fighting"," Horror"," Mature / Adult",NA,NA,NA,NA,NA,NA,NA,"Bryan Winter"
19777,"Indonesia",2,5,240,180,240,2005,7.22608,3224,14,"Area Control / Area Influence, Auction/Bidding, Pick-up and Deliver, Stock Holding",3989,"Economic"," Industry / Manufacturing"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeroen Doumen, Joris Wiersinga"
27658,"Warhammer Fantasy Battle: Battle For Skull Pass",2,2,120,120,120,2006,5.80067,396,0,"Dice Rolling, Variable Player Powers",830,"Fantasy"," Fighting"," Miniatures"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Alessio Cavatore"
183880,"Risk: Star Wars Edition",2,4,45,30,45,2015,6.66049,2705,10,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Player Powers",6778,"Movies / TV / Radio theme"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"James D'Aloisio, Austin Rucker, Craig Van Ness"
154479,"Piña Pirata",2,6,30,30,30,2014,5.67768,574,7,"Hand Management",1077,"Animals"," Card Game"," Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donald X. Vaccarino"
54735,"Lemming Mafia",3,6,20,20,20,2009,5.78352,837,8,"Betting/Wagering, Dice Rolling",1261,"Dice"," Novel-based",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Rieneck"
34169,"Potion-Making: Practice",2,6,40,40,40,2005,5.72599,673,0,"Hand Management, Set Collection",832,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sergey Machin"
46213,"Telestrations",4,8,30,30,30,2009,7.17782,8563,12,"Line Drawing, Paper-and-Pencil",12036,"Humor"," Party Game"," Real-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Uncredited)"
162351,"Shadows over Normandie",2,3,90,90,90,2015,5.74403,184,14,"Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Variable Player Powers",1043,"Horror"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yann and Clem"
158534,"Bring Out Yer Dead",2,5,45,30,45,2015,5.758,483,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Set Collection",1123,"Horror"," Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arron Watts"
140638,"The Walking Dead Board Game: The Best Defense",1,4,60,45,60,2013,5.65251,414,15,"Co-operative Play, Modular Board, Variable Player Powers",1036,"Horror"," Movies / TV / Radio theme"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Hyra"
10660,"Micropul",1,2,30,30,30,2004,5.99004,717,9,"Hand Management, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",1036,"Abstract Strategy"," Print & Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jean-François Lassonde"
2844,"Throneworld",2,6,270,270,270,1997,5.64158,153,0,"Hex-and-Counter, Variable Player Powers",576,"Science Fiction"," Space Exploration"," Territory Building"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Thomas Lehmann"
1899,"13 Dead End Drive",2,4,45,45,45,1993,5.65678,1423,9,"Roll / Spin and Move",2893,"Bluffing"," Deduction"," Murder/Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Wyman"
136558,"Expedition: Famous Explorers",2,6,90,90,90,2013,5.82519,347,13,"Point to Point Movement, Route/Network Building",869,"Exploration"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolfgang Kramer"
229265,"Wendake",1,4,120,60,120,2017,6.3224,666,14,"Area Control / Area Influence, Area Movement, Set Collection, Variable Player Powers, Worker Placement",1078,"American Indian Wars"," Economic"," Farming"," Fighting",NA,NA,NA,NA,NA,NA,NA,NA,"Danilo Sabia"
473,"Olé!",3,8,30,30,30,1996,5.6829,237,8,"Hand Management",343,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolfgang Panning"
13780,"In the Shadow of the Emperor",2,4,90,90,90,2004,6.52112,2765,12,"Area Control / Area Influence, Card Drafting, Voting",3789,"Medieval"," Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ralf Burkert"
171110,"Cosmic Run",1,4,30,30,30,2015,5.90413,347,8,"Dice Rolling, Press Your Luck",705,"Dice"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steve Finn, Seamus Finn"
41916,"The Magic Labyrinth",2,4,15,15,15,2009,6.5155,3429,6,"Dice Rolling, Grid Movement, Memory, Roll / Spin and Move, Route/Network Building",5707,"Children's Game"," Fantasy"," Maze"," Memory",NA,NA,NA,NA,NA,NA,NA,NA,"Dirk Baumann"
